,id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,phone,display_phone,distance,latitude,longitude,address1,address2,address3,city,zip_code,country,state,display_address,price
187,NPKZIOlWoqEyitKUtdnmig,serranos-coronado-coronado,Serrano's Coronado,https://s3-media1.fl.yelpcdn.com/bphoto/2-QpzwdtNWQreqBbAU_dNg/o.jpg,False,https://www.yelp.com/biz/serranos-coronado-coronado?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,82,"[{'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.0,[],+16195370102,(619) 537-0102,10398.942514976916,32.6984,-117.172912,126 Orange Ave,,,Coronado,92118,US,CA,"['126 Orange Ave', 'Coronado, CA 92118']",$$
188,pR-Eb1vsruTpQ5KhEs81OQ,trattoria-don-pietro-san-diego,Trattoria Don Pietro,https://s3-media1.fl.yelpcdn.com/bphoto/U8Yf4JSkXR4qEQspZcVEHA/o.jpg,False,https://www.yelp.com/biz/trattoria-don-pietro-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,326,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sicilian', 'title': 'Sicilian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"['pickup', 'delivery']",+16192557205,(619) 255-7205,5703.0700845679585,32.751701,-117.193862,2415 San Diego Ave,,,San Diego,92110,US,CA,"['2415 San Diego Ave', 'San Diego, CA 92110']",$$
189,wHoSX61R0XfGsJrZkEQj2w,cotijas-cocina-mexicana-san-diego,Cotija's Cocina Mexicana,https://s3-media3.fl.yelpcdn.com/bphoto/VncRoRpNSAT0FShvSprumQ/o.jpg,False,https://www.yelp.com/biz/cotijas-cocina-mexicana-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,369,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.5,"['pickup', 'delivery']",+16192261477,(619) 226-1477,8955.582060822559,32.7406609243984,-117.229255953967,3720 Voltaire St,,,San Diego,92107,US,CA,"['3720 Voltaire St', 'San Diego, CA 92107']",$
190,Abah4ee7EX3D2XwwQv1zlQ,saras-mexican-food-san-diego,Sara's Mexican Food,https://s3-media1.fl.yelpcdn.com/bphoto/S4jBPLNkocrAlftisTMUzQ/o.jpg,False,https://www.yelp.com/biz/saras-mexican-food-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,219,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,"['pickup', 'delivery']",+18584884436,(858) 488-4436,9475.886213529613,32.7658,-117.251,2907 Mission Blvd,,,San Diego,92109,US,CA,"['2907 Mission Blvd', 'San Diego, CA 92109']",$
191,7T9Xig3OOXr5b3XTGIxQtg,el-puerto-seafood-by-the-park-san-diego-2,EL Puerto Seafood By The Park,https://s3-media1.fl.yelpcdn.com/bphoto/5RB7MfDGyhY1rcxJQggLXg/o.jpg,False,https://www.yelp.com/biz/el-puerto-seafood-by-the-park-san-diego-2?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,110,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.5,"['pickup', 'delivery']",+16193268156,(619) 326-8156,9112.001338999025,32.70852,-117.15539,317 10th Ave,,,San Diego,92101,US,CA,"['317 10th Ave', 'San Diego, CA 92101']",$$
192,fSN6srCjgfj3KBDpSHn30w,el-jefe-san-diego,El Jefe,https://s3-media3.fl.yelpcdn.com/bphoto/PLEawKHw-1YFenRVVHHfjQ/o.jpg,False,https://www.yelp.com/biz/el-jefe-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,10,"[{'alias': 'tacos', 'title': 'Tacos'}]",4.0,[],,,9493.386585559841,32.770047,-117.252631,3105 Ocean Front Walk,,,San Diego,92109,US,CA,"['3105 Ocean Front Walk', 'San Diego, CA 92109']",
193,AldVcVeSVUDL6TUPUb5U9w,don-pollo-poway-2,Don Pollo,https://s3-media1.fl.yelpcdn.com/bphoto/Dyb2YSF_PFw_d4Gep2mP-A/o.jpg,False,https://www.yelp.com/biz/don-pollo-poway-2?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,319,"[{'alias': 'chickenshop', 'title': 'Chicken Shop'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'tacos', 'title': 'Tacos'}]",4.5,['delivery'],+18588832230,(858) 883-2230,21271.568207060383,32.95714239,-117.0420776,13338 Poway Rd,,,Poway,92064,US,CA,"['13338 Poway Rd', 'Poway, CA 92064']",$
194,jrFtZ4qyKfdQV9dZNBGoow,cotijas-taco-shop-san-diego-12,Cotija's Taco Shop,https://s3-media2.fl.yelpcdn.com/bphoto/KztvyeO48aqlvfl8jbxV7g/o.jpg,False,https://www.yelp.com/biz/cotijas-taco-shop-san-diego-12?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,328,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,"['pickup', 'delivery']",+18582918424,(858) 291-8424,9036.246974042819,32.79798,-117.25036,1092 Garnet Ave,,,San Diego,92109,US,CA,"['1092 Garnet Ave', 'San Diego, CA 92109']",$
195,GZDBU1vCKfSDYqKnM7t8zA,rays-mexican-restaurant-san-diego,Ray's Mexican Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/EaHT8I9Q_XA_liKMsjHvCw/o.jpg,False,https://www.yelp.com/biz/rays-mexican-restaurant-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,518,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,"['pickup', 'delivery']",+16192804011,(619) 280-4011,4486.047200945787,32.75493,-117.1317,2885 El Cajon Blvd,,,San Diego,92104,US,CA,"['2885 El Cajon Blvd', 'San Diego, CA 92104']",$
196,JbeUrfPLtZgtMknEl_CJNA,jalapenos-mexican-food-san-diego,Jalapenos Mexican Food,https://s3-media4.fl.yelpcdn.com/bphoto/jsjEB3OLq0zq_MN1zXwmyw/o.jpg,False,https://www.yelp.com/biz/jalapenos-mexican-food-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,882,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,['delivery'],+18586735204,(858) 673-5204,22243.76618943099,32.979853705385,-117.07701298335,11835 Carmel Mountain Rd,,,San Diego,92128,US,CA,"['11835 Carmel Mountain Rd', 'San Diego, CA 92128']",$$
197,runGViQ9mHIh5iSfcx-Eig,mr-birria-santee-2,Mr Birria,https://s3-media2.fl.yelpcdn.com/bphoto/vebfPUhOdyVlqWO7qB4wRA/o.jpg,False,https://www.yelp.com/biz/mr-birria-santee-2?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,292,"[{'alias': 'tacos', 'title': 'Tacos'}]",4.5,[],+16193280058,(619) 328-0058,15723.159429931886,32.83953,-116.99629,8926 Carlton Hills Blvd,,,Santee,92071,US,CA,"['8926 Carlton Hills Blvd', 'Santee, CA 92071']",
198,vd4f8cPQMv_Etv9caw0r9A,filibertos-mexican-food-san-diego-3,Filiberto's Mexican Food,https://s3-media1.fl.yelpcdn.com/bphoto/yGJVJk6O2SZ6DCaJGjQUsg/o.jpg,False,https://www.yelp.com/biz/filibertos-mexican-food-san-diego-3?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,134,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.0,['delivery'],+18586140278,(858) 614-0278,1527.8988904568146,32.786758,-117.1697868,2399 Ulric St,,,San Diego,92111,US,CA,"['2399 Ulric St', 'San Diego, CA 92111']",$
199,h_aIXLzzaMKWFgSPimxxGg,nicos-mexican-food-san-diego-2,Nico's Mexican Food,https://s3-media4.fl.yelpcdn.com/bphoto/jFrIxmAHR2iisFFsoAz93A/o.jpg,False,https://www.yelp.com/biz/nicos-mexican-food-san-diego-2?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,436,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,['delivery'],+16192230230,(619) 223-0230,10200.078426049204,32.74632,-117.2495,4918 Newport Ave,,,San Diego,92107,US,CA,"['4918 Newport Ave', 'San Diego, CA 92107']",$
200,IuX5vCDzmHzjbNi3wRD5Nw,werewolf-san-diego,Werewolf,https://s3-media2.fl.yelpcdn.com/bphoto/8DEQmOj6EVDhBd_GQGSixg/o.jpg,False,https://www.yelp.com/biz/werewolf-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,4069,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.5,['delivery'],+16192340094,(619) 234-0094,8766.189746456514,32.7119420471401,-117.16090398408413,627 4th Ave,,,San Diego,92101,US,CA,"['627 4th Ave', 'San Diego, CA 92101']",$$
201,OAnJnRs9-w5rtSK3TBxH3A,trujillos-taco-shop-san-diego-4,Trujillo's Taco Shop,https://s3-media2.fl.yelpcdn.com/bphoto/Qx_RiX1PbIwj482UbS04oA/o.jpg,False,https://www.yelp.com/biz/trujillos-taco-shop-san-diego-4?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,131,"[{'alias': 'tacos', 'title': 'Tacos'}]",4.0,['delivery'],+16195821451,(619) 582-1451,9169.43379785958,32.76608,-117.06045,6450 El Cajon Blvd,,,San Diego,92115,US,CA,"['6450 El Cajon Blvd', 'San Diego, CA 92115']",$
202,TZYYN4qIQN4HYDUuOva9nw,porkyland-mexican-grill-torrey-hills-san-diego-2,Porkyland Mexican Grill- Torrey Hills,https://s3-media2.fl.yelpcdn.com/bphoto/ZO7G2m89eFr193TprMhVyg/o.jpg,False,https://www.yelp.com/biz/porkyland-mexican-grill-torrey-hills-san-diego-2?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,275,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'catering', 'title': 'Caterers'}]",3.5,"['pickup', 'delivery']",+18589256123,(858) 925-6123,15476.123134617119,32.920374,-117.214228,4645 Carmel Mountain Rd.,#201,,San Diego,92130,US,CA,"['4645 Carmel Mountain Rd.', '#201', 'San Diego, CA 92130']",$
203,sNhSsshDp5fuIhjl99tfng,island-prime-san-diego-2,Island Prime,https://s3-media4.fl.yelpcdn.com/bphoto/QfZ0prB9azuO9e3qfc5KUA/o.jpg,False,https://www.yelp.com/biz/island-prime-san-diego-2?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,2282,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.5,['delivery'],+16192986802,(619) 298-6802,8047.249566972773,32.7241827616904,-117.188347987279,880 Harbor Island Dr,,,San Diego,92101,US,CA,"['880 Harbor Island Dr', 'San Diego, CA 92101']",$$$
204,GUt47DeMiHd_jBNm1sLjOA,tacos-el-g-national-city-7,Tacos El G,https://s3-media2.fl.yelpcdn.com/bphoto/koGCUWWlcH473W7g6-C8Dw/o.jpg,False,https://www.yelp.com/biz/tacos-el-g-national-city-7?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,985,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.5,"['pickup', 'delivery']",+16194745033,(619) 474-5033,14733.650706001392,32.66789,-117.09507,1940 Highland Ave,,,National City,91950,US,CA,"['1940 Highland Ave', 'National City, CA 91950']",$
205,-c-BqOOxaE5owUuvfjWMJA,vallarta-express-san-diego,Vallarta Express,https://s3-media2.fl.yelpcdn.com/bphoto/fxbfcM-koD_iMU2023YxSA/o.jpg,False,https://www.yelp.com/biz/vallarta-express-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,728,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",3.0,['delivery'],+18585666761,(858) 566-6761,14304.15001876722,32.9167467,-117.1242603,9313 Mira Mesa Blvd,,,San Diego,92126,US,CA,"['9313 Mira Mesa Blvd', 'San Diego, CA 92126']",$$
206,HvPDGFu5z_agspTA1iiBkA,lola-55-san-diego,Lola 55,https://s3-media3.fl.yelpcdn.com/bphoto/FJFT1HV9K9hN68vCqr6e2w/o.jpg,False,https://www.yelp.com/biz/lola-55-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,559,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,['delivery'],+16195429155,(619) 542-9155,8538.626739084524,32.7137749,-117.1530489,1290 F St,,,San Diego,92101,US,CA,"['1290 F St', 'San Diego, CA 92101']",
207,0mOdEBn9EyeOYDfOXs2p7w,taqueria-revolucion-chula-vista,Taqueria Revolucion,https://s3-media2.fl.yelpcdn.com/bphoto/6y7WqE0IUTJruR9ZLeOxwg/o.jpg,False,https://www.yelp.com/biz/taqueria-revolucion-chula-vista?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,816,"[{'alias': 'tacos', 'title': 'Tacos'}]",4.0,['delivery'],+16199349191,(619) 934-9191,18155.55143412463,32.6482277704582,-117.059008531739,3001 Bonita Rd,,,Chula Vista,91910,US,CA,"['3001 Bonita Rd', 'Chula Vista, CA 91910']",$
208,mayD3LLTvCnlrsR4_yWb7w,el-portal-fresh-mexican-grill-san-diego,El Portal Fresh Mexican Grill,https://s3-media3.fl.yelpcdn.com/bphoto/qqkXRHheyDXG60d2nVvtXg/o.jpg,False,https://www.yelp.com/biz/el-portal-fresh-mexican-grill-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,225,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,['delivery'],+18585717771,(858) 571-7771,3893.5269419449914,32.8174814,-117.1807071,4101 Genesee Ave,,,San Diego,92111,US,CA,"['4101 Genesee Ave', 'San Diego, CA 92111']",$
209,OpgKMEkxAQkjZaSmmlz_ww,tapatios-mexican-grill-alpine,Tapatios Mexican Grill,https://s3-media1.fl.yelpcdn.com/bphoto/cn4Aj-Mk-SpxLU6oBoEy_A/o.jpg,False,https://www.yelp.com/biz/tapatios-mexican-grill-alpine?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,186,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,['delivery'],+16196598605,(619) 659-8605,36841.10648662662,32.8352330886349,-116.763461013953,2335 Alpine Blvd,Ste 12,,Alpine,91901,US,CA,"['2335 Alpine Blvd', 'Ste 12', 'Alpine, CA 91901']",$
210,z97OtOblGPmgB95le2P3hg,brothers-mexican-restaurant-san-diego-3,Brother's Mexican Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/ahRMHVSbg0Vk1yWWFQV3Aw/o.jpg,False,https://www.yelp.com/biz/brothers-mexican-restaurant-san-diego-3?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,20,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,"['pickup', 'delivery']",+16192289673,(619) 228-9673,4628.640902193934,32.76327090203706,-117.1167070752195,3531 Adams Ave,,,San Diego,92116,US,CA,"['3531 Adams Ave', 'San Diego, CA 92116']",
211,_aFWMQjwaLHGK1YZDWKJMw,el-carrito-san-diego-5,El Carrito,https://s3-media1.fl.yelpcdn.com/bphoto/vygWbhOa3uYsWunHGOJY_w/o.jpg,False,https://www.yelp.com/biz/el-carrito-san-diego-5?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,201,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,['delivery'],+16195010095,(619) 501-0095,10302.900476422043,32.698685988681,-117.139883972704,2154 Logan Ave,,,San Diego,92113,US,CA,"['2154 Logan Ave', 'San Diego, CA 92113']",$
212,DQT-_aFtBF1KUA4Xt_5aMw,miguels-cocina-san-diego-4,Miguel's Cocina,https://s3-media2.fl.yelpcdn.com/bphoto/Fbg2SGQHW1PbkJI-OlcRQw/o.jpg,False,https://www.yelp.com/biz/miguels-cocina-san-diego-4?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,800,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.5,['delivery'],+18589249200,(858) 924-9200,25886.269261322363,33.02077,-117.11229,10514 Craftsman Way,,,San Diego,92127,US,CA,"['10514 Craftsman Way', 'San Diego, CA 92127']",$$
213,alddNdoLkcnonm79dlqRpg,la-lomita-mexican-grill-national-city-3,La Lomita Mexican Grill,https://s3-media4.fl.yelpcdn.com/bphoto/eWtjuXQVwmVYbdstwqPzIw/o.jpg,False,https://www.yelp.com/biz/la-lomita-mexican-grill-national-city-3?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,287,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,['delivery'],+16194704564,(619) 470-4564,13928.264905891812,32.6844828,-117.0749052,3100 E 8th St,Ste A,,National City,91950,US,CA,"['3100 E 8th St', 'Ste A', 'National City, CA 91950']",$
214,D9kToJot3AEfW5otKlEv1A,lucha-libre-taco-shop-san-diego,Lucha Libre Taco Shop,https://s3-media1.fl.yelpcdn.com/bphoto/v0JQ7_VL6QogE2aQAgCkMw/o.jpg,False,https://www.yelp.com/biz/lucha-libre-taco-shop-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,801,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.5,"['pickup', 'delivery']",+16194871520,(619) 487-1520,5181.015738135611,32.74872,-117.12962,3016 University Ave,,,San Diego,92104,US,CA,"['3016 University Ave', 'San Diego, CA 92104']",$
215,iDuXy_V9bYDdxq1xTw-WTQ,papas-and-tacos-mexican-food-san-diego,Papas & Tacos Mexican Food,https://s3-media1.fl.yelpcdn.com/bphoto/5n_ft5sjKP-3LXEXnfLdMA/o.jpg,False,https://www.yelp.com/biz/papas-and-tacos-mexican-food-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,302,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,['delivery'],+16192336079,(619) 233-6079,6922.385417513872,32.728847083354346,-117.163743,2239 1st Ave,,,San Diego,92101,US,CA,"['2239 1st Ave', 'San Diego, CA 92101']",$
216,4RI6QoNbr4Ap6irWW4XT4w,guava-beach-san-diego,Guava Beach,https://s3-media2.fl.yelpcdn.com/bphoto/82y33H65YZb-Y8KrKwdjiA/o.jpg,False,https://www.yelp.com/biz/guava-beach-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,460,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,"['pickup', 'delivery']",+18584886688,(858) 488-6688,9262.845907516397,32.78288,-117.25274,3714 Mission Blvd,,,San Diego,92109,US,CA,"['3714 Mission Blvd', 'San Diego, CA 92109']",$$
217,uaP-_PSJVFJ_W57UdM5oYw,tj-oyster-bar-bonita,TJ Oyster Bar,https://s3-media4.fl.yelpcdn.com/bphoto/NgGUqg942F0DSpF6wcphFg/o.jpg,False,https://www.yelp.com/biz/tj-oyster-bar-bonita?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,1723,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.5,"['pickup', 'delivery']",+16192674577,(619) 267-4577,18211.73087809698,32.6605766888672,-117.035652814772,4246 Bonita Rd,,,Bonita,91902,US,CA,"['4246 Bonita Rd', 'Bonita, CA 91902']",$
218,r-59c9YgjqShVvQVI-AGEQ,pacific-beach-fish-shop-san-diego,Pacific Beach Fish Shop,https://s3-media1.fl.yelpcdn.com/bphoto/SS-5GzXvIlLHxhXKHRmp7A/o.jpg,False,https://www.yelp.com/biz/pacific-beach-fish-shop-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,2332,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'fishnchips', 'title': 'Fish & Chips'}, {'alias': 'tacos', 'title': 'Tacos'}]",4.0,"['pickup', 'delivery']",+18584834746,(858) 483-4746,7854.06184220299,32.8003623479715,-117.237298100695,1775 Garnet Ave,,,San Diego,92109,US,CA,"['1775 Garnet Ave', 'San Diego, CA 92109']",$$
219,fzaP_PGG6ZmD2jtVX1KuNg,maggies-cafe-san-diego-2,Maggie's Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/lQj1J1Ka9G91kAu4tEY0bw/o.jpg,False,https://www.yelp.com/biz/maggies-cafe-san-diego-2?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,999,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.5,"['pickup', 'delivery']",+18584306755,(858) 430-6755,1807.0148308375315,32.80207082745039,-117.14042542199749,3232 Greyling Dr,,,San Diego,92123,US,CA,"['3232 Greyling Dr', 'San Diego, CA 92123']",$$
220,hNKFo1K2grS9ZieRnQImLA,los-reyes-san-diego,Los Reyes,https://s3-media3.fl.yelpcdn.com/bphoto/5yI5BZVDSdruwlhwfPtNnw/o.jpg,False,https://www.yelp.com/biz/los-reyes-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,257,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,['delivery'],+16192310716,(619) 231-0716,8369.095698058256,32.7161,-117.14059,2496 Broadway,,,San Diego,92102,US,CA,"['2496 Broadway', 'San Diego, CA 92102']",$
221,mdsoMcsp0N3OmTjJLAcfPA,la-barbacoa-autentica-de-borrego-san-diego,La Barbacoa Autentica De Borrego,https://s3-media2.fl.yelpcdn.com/bphoto/gwsUUFsXYQBdCdIaLCp9WA/o.jpg,False,https://www.yelp.com/biz/la-barbacoa-autentica-de-borrego-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,18,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,['delivery'],+16195161627,(619) 516-1627,7304.289509243899,32.7422993120749,-117.101098498759,3502 Fairmount Ave.,,,San Diego,92105,US,CA,"['3502 Fairmount Ave.', 'San Diego, CA 92105']",$
222,QsbQJwfG8w2cSpDNCvzXGQ,mariscos-tiburon-san-diego,Mariscos Tiburon,https://s3-media2.fl.yelpcdn.com/bphoto/rakADAV_f4bnX5QWgdQvFg/o.jpg,False,https://www.yelp.com/biz/mariscos-tiburon-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,3,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,[],+16199313292,(619) 931-3292,3541.4230592182876,32.7613052,-117.1391355,4616 Texas St,,,San Diego,92116,US,CA,"['4616 Texas St', 'San Diego, CA 92116']",$
223,4ZOPw9Wx98a6Etf8psJDGA,burros-and-fries-clairemont-san-diego,Burros & Fries - Clairemont,https://s3-media2.fl.yelpcdn.com/bphoto/HxGSCR5TgYBwlIXiKasrjg/o.jpg,False,https://www.yelp.com/biz/burros-and-fries-clairemont-san-diego?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,189,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.0,"['pickup', 'delivery']",+18584901095,(858) 490-1095,6466.406493115242,32.8297640913049,-117.205198661096,4725 Clairemont Dr,,,San Diego,92117,US,CA,"['4725 Clairemont Dr', 'San Diego, CA 92117']",$
